lora_r,trainable_params,trainable_pct,train_time_sec,rouge1,rouge2,rougeL
4,442368,0.17835964860672007,82.59143686294556,0.36904889268098573,0.12387924214933699,0.29762391919749315
16,1769472,0.7096414524241463,82.58130121231079,0.34994910161182036,0.11775201936415888,0.29539318411751303
32,3538944,1.4092820552029972,82.66107249259949,0.3724143910419579,0.10838684919724097,0.3011439523120191
